Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_A00001_001,SE_A04001_001,SE_A04001_002,SE_A04001_003,SE_A04001_004,SE_A04001_005,SE_A04001_006,SE_A04001_007,SE_A04001_008,SE_A04001_009,SE_A04001_010,SE_A04001_011,SE_A04001_012,SE_A04001_013,SE_A04001_014,SE_A04001_015,SE_A04001_016,SE_A04001_017,SE_A17005_001,SE_A17005_002,SE_A17005_003,SE_A13003A_001,SE_A13003A_002,SE_A13003A_003,SE_A13003B_001,SE_A13003B_002,SE_A13003B_003,SE_A13003C_001,SE_A13003C_002,SE_A13003C_003,ACS18_5yr_B15003001,ACS18_5yr_B15003002,ACS18_5yr_B15003003,ACS18_5yr_B15003004,ACS18_5yr_B15003005,ACS18_5yr_B15003006,ACS18_5yr_B15003007,ACS18_5yr_B15003008,ACS18_5yr_B15003009,ACS18_5yr_B15003010,ACS18_5yr_B15003011,ACS18_5yr_B15003012,ACS18_5yr_B15003013,ACS18_5yr_B15003014,ACS18_5yr_B15003015,ACS18_5yr_B15003016,ACS18_5yr_B15003017,ACS18_5yr_B15003018,ACS18_5yr_B15003019,ACS18_5yr_B15003020,ACS18_5yr_B15003021,ACS18_5yr_B15003022,ACS18_5yr_B15003023,ACS18_5yr_B15003024,ACS18_5yr_B15003025,ACS18_5yr_B15003001s,ACS18_5yr_B15003002s,ACS18_5yr_B15003003s,ACS18_5yr_B15003004s,ACS18_5yr_B15003005s,ACS18_5yr_B15003006s,ACS18_5yr_B15003007s,ACS18_5yr_B15003008s,ACS18_5yr_B15003009s,ACS18_5yr_B15003010s,ACS18_5yr_B15003011s,ACS18_5yr_B15003012s,ACS18_5yr_B15003013s,ACS18_5yr_B15003014s,ACS18_5yr_B15003015s,ACS18_5yr_B15003016s,ACS18_5yr_B15003017s,ACS18_5yr_B15003018s,ACS18_5yr_B15003019s,ACS18_5yr_B15003020s,ACS18_5yr_B15003021s,ACS18_5yr_B15003022s,ACS18_5yr_B15003023s,ACS18_5yr_B15003024s,ACS18_5yr_B15003025s,ACS18_5yr_B28003001,ACS18_5yr_B28003002,ACS18_5yr_B28003003,ACS18_5yr_B28003004,ACS18_5yr_B28003005,ACS18_5yr_B28003006,ACS18_5yr_B28003001s,ACS18_5yr_B28003002s,ACS18_5yr_B28003003s,ACS18_5yr_B28003004s,ACS18_5yr_B28003005s,ACS18_5yr_B28003006s
"17163500400","14000US17163500400","Census Tract 5004","Census Tract 5004, St. Clair County, Illinois","il","140","00","ACSSF","0008345",,,,,"17","163",,,,"500400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1512,1512,1485,83,1402,0,0,0,0,0,27,0,0,0,0,0,27,0,552,441,111,28,28,0,1224,548,676,260,15,245,1383,24,0,0,0,0,0,11,0,0,0,29,33,80,17,39,580,128,117,158,82,48,37,0,0,127.2727,15.75758,6.666667,6.666667,6.666667,6.666667,6.666667,10.30303,6.666667,6.666667,6.666667,20,24.24242,47.87879,14.54545,21.81818,87.87878,52.72727,41.81818,49.69697,31.51515,20,23.0303,6.666667,6.666667,1111,519,0,370,149,592,98.78788,74.54546,6.666667,64.24242,53.93939,95.75758
"17163500500","14000US17163500500","Census Tract 5005","Census Tract 5005, St. Clair County, Illinois","il","140","00","ACSSF","0008346",,,,,"17","163",,,,"500500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2747,2747,2744,17,2677,0,5,0,0,45,3,3,0,0,0,0,0,0,1005,843,162,1083,704,379,1403,487,916,261,33,228,1394,20,0,0,0,0,0,0,0,0,11,4,19,17,123,69,402,164,82,295,140,48,0,0,0,118.7879,18.18182,6.666667,6.666667,6.666667,6.666667,6.666667,6.666667,6.666667,6.666667,10.90909,4.242424,18.78788,15.75758,47.27273,30.30303,113.9394,51.51515,27.27273,49.69697,38.18182,25.45455,6.666667,6.666667,6.666667,893,582,8,332,242,311,69.69697,73.33334,9.090909,53.33333,56.36364,55.75758
"17163500900","14000US17163500900","Census Tract 5009","Census Tract 5009, St. Clair County, Illinois","il","140","00","ACSSF","0008347",,,,,"17","163",,,,"500900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4153,4153,4038,95,3931,0,0,0,0,12,115,0,0,0,0,0,22,93,1398,1164,234,1134,819,315,2470,1131,1339,528,109,419,2644,40,0,0,0,0,0,35,11,0,0,12,24,49,202,70,1008,157,129,403,286,134,84,0,0,199.3939,21.81818,6.666667,6.666667,6.666667,6.666667,6.666667,32.72727,9.69697,6.666667,6.666667,11.51515,16.9697,35.75758,69.09091,32.72727,144.2424,47.87879,55.75758,95.75758,112.1212,47.87879,46.06061,6.666667,6.666667,1750,953,0,517,436,797,89.09091,108.4848,6.666667,92.12122,79.39394,104.2424
"17163501100","14000US17163501100","Census Tract 5011","Census Tract 5011, St. Clair County, Illinois","il","140","00","ACSSF","0008348",,,,,"17","163",,,,"501100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1517,1517,1517,11,1496,0,0,0,0,10,0,0,0,0,0,0,0,0,715,631,84,150,53,97,1044,251,793,323,57,266,1203,4,0,0,0,0,0,0,0,0,0,8,0,50,74,14,501,54,28,266,80,97,22,0,5,169.697,5.454545,6.666667,6.666667,6.666667,6.666667,6.666667,6.666667,6.666667,6.666667,6.666667,7.272727,6.666667,31.51515,27.27273,9.090909,123.0303,20.60606,12.12121,57.57576,27.27273,33.93939,12.12121,6.666667,6.060606,638,332,0,190,142,306,47.87879,60,6.666667,40,43.63636,60
"17163501200","14000US17163501200","Census Tract 5012","Census Tract 5012, St. Clair County, Illinois","il","140","00","ACSSF","0008349",,,,,"17","163",,,,"501200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2619,2619,2587,38,2535,0,0,0,14,0,32,0,32,0,0,0,0,0,928,768,160,570,207,363,1461,422,1039,588,189,399,1819,43,0,0,0,0,0,27,11,0,0,62,114,40,69,81,454,135,157,327,152,48,90,0,9,156.9697,27.87879,6.666667,6.666667,6.666667,6.666667,6.666667,24.24242,10.90909,6.666667,6.666667,36.36364,52.72727,31.51515,38.18182,55.15152,85.45454,52.72727,52.72727,124.8485,53.33333,23.63636,29.09091,6.666667,8.484848,1060,663,11,491,161,397,76.9697,78.78788,10.30303,81.81818,55.75758,79.39394
"17163501300","14000US17163501300","Census Tract 5013","Census Tract 5013, St. Clair County, Illinois","il","140","00","ACSSF","0008350",,,,,"17","163",,,,"501300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3471,3471,3429,43,3362,20,0,0,0,4,42,42,0,0,0,0,0,0,1423,1202,221,569,162,407,2026,718,1308,830,125,705,2613,0,0,0,3,0,14,0,0,0,31,19,22,158,147,14,931,84,78,377,261,194,269,0,11,266.0606,6.666667,6.666667,6.666667,4.242424,6.666667,11.51515,6.666667,6.666667,6.666667,29.69697,18.78788,15.15152,107.2727,47.87879,13.33333,256.9697,36.36364,31.51515,72.12122,73.33334,64.24242,66.06061,6.666667,10.30303,1281,879,22,537,320,402,95.75758,109.0909,14.54545,84.24242,90.90909,66.66666
"17163501400","14000US17163501400","Census Tract 5014","Census Tract 5014, St. Clair County, Illinois","il","140","00","ACSSF","0008351",,,,,"17","163",,,,"501400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3360,3360,3360,34,3247,0,39,0,21,19,0,0,0,0,0,0,0,0,1512,1037,475,743,234,509,2124,500,1624,493,51,442,2296,37,0,0,0,0,0,0,0,0,17,28,12,68,181,11,496,86,203,458,263,194,198,44,0,163.6364,23.63636,6.666667,6.666667,6.666667,6.666667,6.666667,6.666667,6.666667,6.666667,15.75758,18.78788,11.51515,40,69.09091,9.69697,107.2727,55.75758,71.51515,116.9697,97.57576,63.0303,89.69697,40.60606,6.666667,1170,808,28,535,245,362,81.21212,89.69697,18.78788,69.69697,70.90909,81.21212
"17163501501","14000US17163501501","Census Tract 5015.01","Census Tract 5015.01, St. Clair County, Illinois","il","140","00","ACSSF","0008352",,,,,"17","163",,,,"501501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2032,2032,1962,749,1168,3,30,0,0,12,70,21,15,0,0,0,8,26,1077,974,103,331,8,323,1363,218,1145,313,13,300,1475,9,0,0,0,0,0,0,7,7,0,0,10,16,47,17,357,29,156,232,91,257,186,44,10,101.2121,6.666667,6.666667,6.666667,6.666667,6.666667,6.666667,6.666667,5.454545,6.666667,6.666667,6.666667,7.272727,9.69697,27.87879,13.33333,56.9697,10.90909,44.24242,58.78788,30.90909,49.69697,82.42424,24.24242,7.272727,806,703,5,600,98,103,30.30303,36.9697,4.848485,50.30303,42.42424,30.90909
"17163501502","14000US17163501502","Census Tract 5015.02","Census Tract 5015.02, St. Clair County, Illinois","il","140","00","ACSSF","0008353",,,,,"17","163",,,,"501502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2788,2788,2691,1751,871,0,0,0,28,41,97,60,0,0,0,0,37,0,1361,1244,117,562,175,387,1854,321,1533,288,18,270,1936,74,0,0,0,0,3,0,7,0,12,34,11,22,29,30,524,69,193,288,192,315,116,9,8,129.697,33.33333,6.666667,6.666667,6.666667,6.666667,4.242424,6.666667,7.272727,6.666667,10.90909,17.57576,8.484848,13.93939,24.24242,19.39394,82.42424,30.90909,49.69697,65.45454,50.30303,53.33333,41.21212,8.484848,10.90909,1071,815,7,700,108,256,65.45454,67.27273,6.666667,62.42424,41.81818,53.93939
"17163501602","14000US17163501602","Census Tract 5016.02","Census Tract 5016.02, St. Clair County, Illinois","il","140","00","ACSSF","0008354",,,,,"17","163",,,,"501602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4735,4735,4735,3428,1101,0,18,0,0,188,0,0,0,0,0,0,0,0,2857,2781,76,835,19,816,2954,311,2643,729,54,675,3501,0,0,0,0,0,0,0,0,0,0,26,66,12,57,44,878,144,416,773,387,517,160,21,0,195.7576,6.666667,6.666667,6.666667,6.666667,6.666667,6.666667,6.666667,6.666667,6.666667,6.666667,13.93939,56.9697,11.51515,42.42424,24.84848,145.4545,51.51515,87.87878,156.3636,81.81818,90.90909,66.66666,20.60606,6.666667,2252,1857,56,1637,164,395,113.3333,129.0909,30.90909,140,69.09091,86.06061
"17163501603","14000US17163501603","Census Tract 5016.03","Census Tract 5016.03, St. Clair County, Illinois","il","140","00","ACSSF","0008355",,,,,"17","163",,,,"501603",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5636,5636,5424,3305,1654,66,48,0,42,309,212,35,0,0,0,0,177,0,2916,2637,279,1134,538,596,3737,934,2803,579,45,534,3737,2,0,0,6,0,0,0,0,0,0,46,129,28,161,50,813,216,378,675,492,565,157,6,13,254.5455,2.424242,9.090909,9.090909,7.878788,9.090909,9.090909,9.090909,9.090909,9.090909,9.090909,21.81818,52.12121,23.0303,88.48485,33.33333,137.5758,61.81818,104.2424,129.0909,133.3333,126.0606,58.78788,7.272727,12.12121,2361,2025,31,1603,391,336,138.7879,143.0303,27.27273,150.303,100,93.33334
"17163501604","14000US17163501604","Census Tract 5016.04","Census Tract 5016.04, St. Clair County, Illinois","il","140","00","ACSSF","0008356",,,,,"17","163",,,,"501604",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4194,4194,4113,2290,1823,0,0,0,0,0,81,71,10,0,0,0,0,0,1865,1751,114,1042,173,869,2406,510,1896,727,109,618,2607,21,0,0,0,0,0,0,0,19,0,13,24,47,0,0,978,186,267,360,394,146,133,19,0,190.303,19.39394,6.666667,6.666667,6.666667,6.666667,6.666667,6.666667,6.666667,18.18182,6.666667,12.72727,23.63636,43.63636,6.666667,6.666667,164.8485,58.18182,78.78788,112.1212,110.303,58.18182,53.93939,18.78788,6.666667,1958,1528,0,1015,513,430,124.2424,130.9091,6.666667,116.9697,132.1212,96.36364
"17163501605","14000US17163501605","Census Tract 5016.05","Census Tract 5016.05, St. Clair County, Illinois","il","140","00","ACSSF","0008357",,,,,"17","163",,,,"501605",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2562,2562,2452,1961,459,0,0,0,0,32,110,110,0,0,0,0,0,0,1519,1469,50,548,7,541,1559,51,1508,380,30,350,1810,1,0,0,0,0,5,0,0,0,0,24,9,8,2,0,360,46,153,230,292,518,162,0,0,98.18182,1.818182,6.666667,6.666667,6.666667,6.666667,6.060606,6.666667,6.666667,6.666667,6.666667,23.0303,9.69697,8.484848,2.424242,6.666667,72.72727,21.81818,50.90909,40,75.15151,81.21212,44.24242,6.666667,6.666667,1078,956,0,860,96,122,58.78788,55.75758,6.666667,59.39394,30.90909,33.93939
"17163501700","14000US17163501700","Census Tract 5017","Census Tract 5017, St. Clair County, Illinois","il","140","00","ACSSF","0008358",,,,,"17","163",,,,"501700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2688,2688,2582,1616,681,52,28,0,0,205,106,61,45,0,0,0,0,0,990,896,94,475,93,382,1358,323,1035,313,12,301,1886,17,0,0,0,0,0,0,0,0,20,24,14,90,164,14,481,128,127,415,195,131,66,0,0,150.9091,13.33333,6.666667,6.666667,6.666667,6.666667,6.666667,6.666667,6.666667,6.666667,18.78788,13.93939,10.90909,38.18182,52.72727,10.30303,95.15151,43.0303,35.15152,73.33334,52.12121,38.18182,31.51515,6.666667,6.666667,996,737,19,565,153,259,84.84849,88.48485,12.72727,77.57576,46.06061,55.75758
"17163501800","14000US17163501800","Census Tract 5018","Census Tract 5018, St. Clair County, Illinois","il","140","00","ACSSF","0008359",,,,,"17","163",,,,"501800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5225,5225,5155,3951,1086,0,26,0,53,39,70,56,0,14,0,0,0,0,2699,2623,76,1265,493,772,3246,666,2580,714,36,678,3682,18,0,0,0,0,0,0,0,0,0,0,65,64,93,15,1094,178,351,820,413,347,173,40,11,201.2121,19.39394,9.090909,9.090909,9.090909,9.090909,9.090909,9.090909,9.090909,9.090909,9.090909,9.090909,44.84848,40,49.09091,13.93939,186.6667,60,76.36364,138.1818,86.66666,92.72727,63.63636,39.39394,10.90909,2346,1950,0,1806,144,396,98.18182,120.6061,9.090909,126.6667,42.42424,92.12122
"17163501900","14000US17163501900","Census Tract 5019","Census Tract 5019, St. Clair County, Illinois","il","140","00","ACSSF","0008360",,,,,"17","163",,,,"501900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3359,3359,3272,2733,289,0,21,0,0,229,87,77,0,0,0,0,10,0,1828,1685,143,628,151,477,2260,262,1998,464,45,419,2431,19,0,0,0,0,0,0,0,0,11,23,28,42,9,1,447,78,321,518,307,435,162,21,9,110.303,12.12121,6.666667,6.666667,6.666667,6.666667,6.666667,6.666667,6.666667,6.666667,9.69697,15.75758,22.42424,24.24242,9.090909,1.212121,76.36364,34.54546,54.54546,75.15151,60,75.15151,47.87879,14.54545,7.878788,1532,1359,11,1231,117,173,58.78788,63.63636,10.30303,71.51515,44.24242,43.63636
"17163502100","14000US17163502100","Census Tract 5021","Census Tract 5021, St. Clair County, Illinois","il","140","00","ACSSF","0008361",,,,,"17","163",,,,"502100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2402,2402,470,464,0,0,0,0,0,6,1932,1164,0,57,0,0,649,62,1215,1136,79,641,229,412,1443,347,1096,287,40,247,1328,108,0,0,0,25,0,6,25,153,0,60,81,67,8,39,441,65,89,122,27,4,8,0,0,115.7576,43.0303,6.666667,6.666667,6.666667,17.57576,6.666667,6.666667,13.33333,46.66667,6.666667,27.27273,37.57576,24.84848,4.848485,18.18182,64.24242,19.39394,30.30303,43.63636,10.30303,3.636364,5.454545,6.666667,6.666667,711,420,0,307,113,291,58.18182,46.66667,6.666667,43.0303,28.48485,56.36364
"17163502200","14000US17163502200","Census Tract 5022","Census Tract 5022, St. Clair County, Illinois","il","140","00","ACSSF","0008362",,,,,"17","163",,,,"502200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1955,1955,1858,44,1814,0,0,0,0,0,97,14,0,0,0,0,83,0,550,435,115,511,427,84,1158,454,704,282,35,247,1280,35,15,0,0,0,0,0,0,10,17,65,52,43,226,86,266,70,78,159,86,55,9,8,0,139.3939,18.78788,13.33333,6.666667,6.666667,6.666667,6.666667,6.666667,6.666667,9.090909,10.90909,41.21212,22.42424,24.24242,73.33334,36.36364,74.54546,27.27273,26.66667,57.57576,33.93939,26.66667,7.878788,7.878788,6.666667,798,435,7,280,148,363,92.12122,79.39394,6.060606,76.36364,47.27273,73.33334
"17163502300","14000US17163502300","Census Tract 5023","Census Tract 5023, St. Clair County, Illinois","il","140","00","ACSSF","0008363",,,,,"17","163",,,,"502300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6291,6291,6279,2486,3389,44,249,0,49,62,12,12,0,0,0,0,0,0,2571,2272,299,1627,855,772,4126,1408,2718,538,50,488,3930,106,0,0,0,0,6,0,0,0,19,37,75,74,220,156,909,632,235,792,324,236,76,15,18,249.0909,58.78788,9.090909,9.090909,9.090909,9.090909,6.060606,9.090909,9.090909,9.090909,18.18182,25.45455,35.15152,56.9697,70.30303,55.75758,156.9697,155.7576,86.66666,177.5758,92.12122,101.2121,50.90909,13.33333,17.57576,2321,1768,0,1375,393,553,170.303,156.9697,9.090909,143.6364,129.697,117.5758
"17163502401","14000US17163502401","Census Tract 5024.01","Census Tract 5024.01, St. Clair County, Illinois","il","140","00","ACSSF","0008364",,,,,"17","163",,,,"502401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1740,1740,1740,0,1678,0,0,0,0,62,0,0,0,0,0,0,0,0,570,483,87,518,446,72,1012,413,599,210,30,180,1060,29,0,0,0,0,0,0,0,0,24,40,0,28,132,19,365,96,91,130,30,63,13,0,0,113.9394,21.81818,6.666667,6.666667,6.666667,6.666667,6.666667,6.666667,6.666667,6.666667,20,30.30303,6.666667,20,48.48485,12.12121,75.15151,42.42424,36.9697,43.63636,17.57576,34.54546,12.12121,6.666667,6.666667,537,317,14,206,97,220,52.12121,63.63636,12.72727,41.21212,43.63636,44.24242
"17163502404","14000US17163502404","Census Tract 5024.04","Census Tract 5024.04, St. Clair County, Illinois","il","140","00","ACSSF","0008365",,,,,"17","163",,,,"502404",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3267,3267,2060,1363,596,0,0,0,10,91,1207,513,0,0,0,0,689,5,1254,1184,70,820,588,232,1819,545,1274,356,127,229,2287,88,0,0,0,20,0,8,0,30,57,67,166,118,50,59,554,256,150,213,131,177,100,43,0,153.9394,41.81818,6.666667,6.666667,6.666667,17.57576,6.666667,8.484848,6.666667,16.36364,33.93939,30.90909,70.30303,41.21212,22.42424,26.66667,92.72727,52.12121,48.48485,59.39394,50.90909,61.81818,36.36364,40,6.666667,1063,822,0,593,229,241,72.72727,75.75758,6.666667,81.81818,58.78788,61.81818
"17163502500","14000US17163502500","Census Tract 5025","Census Tract 5025, St. Clair County, Illinois","il","140","00","ACSSF","0008366",,,,,"17","163",,,,"502500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1155,1155,1138,15,1120,0,3,0,0,0,17,4,0,0,0,0,0,13,539,438,101,233,129,104,779,229,550,132,24,108,724,9,0,0,0,0,0,0,0,3,4,7,12,25,44,34,266,34,47,139,23,54,18,0,5,68.48485,4.848485,6.666667,6.666667,6.666667,6.666667,6.666667,6.666667,6.666667,3.030303,3.636364,7.272727,7.878788,14.54545,13.93939,12.72727,47.87879,13.33333,13.93939,32.12121,9.69697,20,9.69697,6.666667,5.454545,430,256,9,177,70,174,44.84848,32.72727,7.272727,27.27273,19.39394,32.12121
"17163502602","14000US17163502602","Census Tract 5026.02","Census Tract 5026.02, St. Clair County, Illinois","il","140","00","ACSSF","0008367",,,,,"17","163",,,,"502602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5538,5538,5515,1977,3396,0,18,0,0,124,23,0,0,0,0,0,0,23,2367,2011,356,1490,858,632,3293,884,2409,517,86,431,3494,53,0,0,0,0,0,0,0,0,20,79,123,53,37,121,1350,285,159,688,300,126,67,0,33,273.3333,32.12121,9.090909,9.090909,9.090909,9.090909,9.090909,9.090909,9.090909,9.090909,18.18182,46.66667,68.48485,25.45455,21.21212,57.57576,203.6364,93.33334,64.24242,148.4848,87.87878,44.84848,30.30303,9.090909,20,1809,1335,9,1023,303,474,120.6061,126.0606,9.090909,120.6061,85.45454,109.0909
"17163502603","14000US17163502603","Census Tract 5026.03","Census Tract 5026.03, St. Clair County, Illinois","il","140","00","ACSSF","0008368",,,,,"17","163",,,,"502603",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3292,3292,3250,793,2421,0,6,0,0,30,42,38,0,0,0,0,0,4,1268,1070,198,865,431,434,2131,804,1327,296,47,249,2189,34,0,0,2,0,0,0,0,44,0,0,229,108,44,56,655,169,258,256,169,143,22,0,0,186.6667,21.21212,6.666667,6.666667,7.272727,6.666667,6.666667,6.666667,6.666667,27.27273,6.666667,6.666667,80,49.69697,21.81818,35.15152,124.8485,62.42424,78.18182,61.81818,61.21212,55.15152,15.75758,6.666667,6.666667,1093,834,2,670,162,259,86.06061,100,3.636364,99.39394,54.54546,62.42424
"17163502700","14000US17163502700","Census Tract 5027","Census Tract 5027, St. Clair County, Illinois","il","140","00","ACSSF","0008369",,,,,"17","163",,,,"502700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1061,1061,1061,9,1007,27,0,0,0,18,0,0,0,0,0,0,0,0,265,167,98,318,230,88,546,248,298,197,41,156,636,7,0,0,0,0,0,0,0,10,0,18,0,31,62,21,198,61,0,142,54,8,24,0,0,73.33334,6.666667,6.666667,6.666667,6.666667,6.666667,6.666667,6.666667,6.666667,9.090909,6.666667,13.33333,6.666667,19.39394,23.63636,17.57576,61.21212,29.09091,6.666667,39.39394,27.87879,6.666667,15.15152,6.666667,6.666667,416,253,0,166,87,163,47.87879,47.27273,6.666667,38.78788,33.93939,36.9697
"17163502800","14000US17163502800","Census Tract 5028","Census Tract 5028, St. Clair County, Illinois","il","140","00","ACSSF","0008370",,,,,"17","163",,,,"502800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2979,2979,2930,99,2831,0,0,0,0,0,49,0,49,0,0,0,0,0,1014,741,273,1161,988,173,1497,737,760,317,89,228,1425,11,0,0,12,0,0,0,0,0,0,25,51,70,35,51,490,86,106,258,159,67,4,0,0,102.4242,10.30303,6.666667,6.666667,10.90909,6.666667,6.666667,6.666667,6.666667,6.666667,6.666667,16.36364,23.63636,36.36364,21.21212,32.12121,82.42424,43.0303,41.81818,67.87878,48.48485,30.30303,4.242424,6.666667,6.666667,1149,829,0,612,217,320,81.21212,69.69697,6.666667,78.18182,70.30303,67.27273
"17163502900","14000US17163502900","Census Tract 5029","Census Tract 5029, St. Clair County, Illinois","il","140","00","ACSSF","0008371",,,,,"17","163",,,,"502900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1801,1801,1801,82,1719,0,0,0,0,0,0,0,0,0,0,0,0,0,612,572,40,296,177,119,998,275,723,492,91,401,1315,10,0,0,0,0,0,0,0,23,18,0,11,53,15,10,429,139,129,243,75,125,35,0,0,92.72727,6.666667,6.666667,6.666667,6.666667,6.666667,6.666667,6.666667,6.666667,15.15152,13.33333,6.666667,7.878788,22.42424,9.69697,7.878788,73.33334,36.36364,55.75758,61.21212,25.45455,36.36364,14.54545,6.666667,6.666667,705,497,0,386,111,208,53.93939,58.18182,6.666667,56.36364,33.33333,32.12121
"17163503100","14000US17163503100","Census Tract 5031","Census Tract 5031, St. Clair County, Illinois","il","140","00","ACSSF","0008372",,,,,"17","163",,,,"503100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7321,7321,6943,6631,193,0,0,0,0,119,378,327,0,28,0,0,23,0,3746,3390,356,1889,386,1503,4367,544,3823,1065,80,985,4863,31,0,0,0,0,13,0,0,0,2,31,153,85,199,18,1723,433,506,594,554,282,207,32,0,138.7879,27.87879,9.090909,9.090909,9.090909,9.090909,13.33333,9.090909,9.090909,9.090909,2.424242,20.60606,53.33333,36.9697,63.0303,12.72727,136.9697,89.69697,98.78788,97.57576,98.78788,55.75758,69.09091,25.45455,9.090909,2826,2558,61,2127,370,268,118.1818,115.1515,32.72727,105.4545,97.57576,62.42424
"17163503202","14000US17163503202","Census Tract 5032.02","Census Tract 5032.02, St. Clair County, Illinois","il","140","00","ACSSF","0008373",,,,,"17","163",,,,"503202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5907,5907,5828,5024,660,0,33,0,0,111,79,79,0,0,0,0,0,0,2873,2736,137,1129,18,1111,3193,114,3079,1358,181,1177,4420,52,0,0,0,0,0,0,10,0,13,18,18,81,135,65,1055,242,239,497,709,704,480,79,23,161.8182,32.12121,9.090909,9.090909,9.090909,9.090909,9.090909,9.090909,10.90909,9.090909,13.33333,15.75758,14.54545,52.12121,61.81818,29.09091,165.4545,77.57576,75.15151,118.1818,132.1212,115.1515,103.6364,54.54546,17.57576,2423,2025,0,1626,399,398,89.69697,103.6364,9.090909,115.7576,96.36364,76.36364
"17163503203","14000US17163503203","Census Tract 5032.03","Census Tract 5032.03, St. Clair County, Illinois","il","140","00","ACSSF","0008374",,,,,"17","163",,,,"503203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6496,6496,6332,6310,22,0,0,0,0,0,164,164,0,0,0,0,0,0,3391,3213,178,1264,0,1264,4066,185,3881,1101,146,955,4506,0,0,0,0,18,0,0,0,0,0,78,46,27,0,13,1204,218,447,549,459,981,416,39,11,118.1818,9.090909,9.090909,9.090909,9.090909,17.57576,9.090909,9.090909,9.090909,9.090909,9.090909,39.39394,32.72727,19.39394,9.090909,12.72727,147.8788,66.66666,86.06061,115.7576,87.87878,121.8182,70.30303,23.0303,10.90909,2523,2288,30,2117,141,235,83.0303,89.69697,19.39394,92.12122,48.48485,58.18182
