Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_A00001_001,SE_A04001_001,SE_A04001_002,SE_A04001_003,SE_A04001_004,SE_A04001_005,SE_A04001_006,SE_A04001_007,SE_A04001_008,SE_A04001_009,SE_A04001_010,SE_A04001_011,SE_A04001_012,SE_A04001_013,SE_A04001_014,SE_A04001_015,SE_A04001_016,SE_A04001_017,SE_A17005_001,SE_A17005_002,SE_A17005_003,SE_A13003A_001,SE_A13003A_002,SE_A13003A_003,SE_A13003B_001,SE_A13003B_002,SE_A13003B_003,SE_A13003C_001,SE_A13003C_002,SE_A13003C_003,ACS18_5yr_B15003001,ACS18_5yr_B15003002,ACS18_5yr_B15003003,ACS18_5yr_B15003004,ACS18_5yr_B15003005,ACS18_5yr_B15003006,ACS18_5yr_B15003007,ACS18_5yr_B15003008,ACS18_5yr_B15003009,ACS18_5yr_B15003010,ACS18_5yr_B15003011,ACS18_5yr_B15003012,ACS18_5yr_B15003013,ACS18_5yr_B15003014,ACS18_5yr_B15003015,ACS18_5yr_B15003016,ACS18_5yr_B15003017,ACS18_5yr_B15003018,ACS18_5yr_B15003019,ACS18_5yr_B15003020,ACS18_5yr_B15003021,ACS18_5yr_B15003022,ACS18_5yr_B15003023,ACS18_5yr_B15003024,ACS18_5yr_B15003025,ACS18_5yr_B15003001s,ACS18_5yr_B15003002s,ACS18_5yr_B15003003s,ACS18_5yr_B15003004s,ACS18_5yr_B15003005s,ACS18_5yr_B15003006s,ACS18_5yr_B15003007s,ACS18_5yr_B15003008s,ACS18_5yr_B15003009s,ACS18_5yr_B15003010s,ACS18_5yr_B15003011s,ACS18_5yr_B15003012s,ACS18_5yr_B15003013s,ACS18_5yr_B15003014s,ACS18_5yr_B15003015s,ACS18_5yr_B15003016s,ACS18_5yr_B15003017s,ACS18_5yr_B15003018s,ACS18_5yr_B15003019s,ACS18_5yr_B15003020s,ACS18_5yr_B15003021s,ACS18_5yr_B15003022s,ACS18_5yr_B15003023s,ACS18_5yr_B15003024s,ACS18_5yr_B15003025s,ACS18_5yr_B28003001,ACS18_5yr_B28003002,ACS18_5yr_B28003003,ACS18_5yr_B28003004,ACS18_5yr_B28003005,ACS18_5yr_B28003006,ACS18_5yr_B28003001s,ACS18_5yr_B28003002s,ACS18_5yr_B28003003s,ACS18_5yr_B28003004s,ACS18_5yr_B28003005s,ACS18_5yr_B28003006s
"29189211600","14000US29189211600","Census Tract 2116","Census Tract 2116, St. Louis County, Missouri","mo","140","00","ACSSF","0005370",,,,,"29","189",,,,"211600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6288,6288,6069,1848,4002,0,24,15,15,165,219,219,0,0,0,0,0,0,3221,2827,394,1540,193,1347,3979,382,3597,711,20,691,4106,4,0,21,0,0,0,0,25,49,55,18,11,53,141,46,989,282,322,799,383,590,277,34,7,206.0606,4.848485,9.090909,20.60606,9.090909,9.090909,9.090909,9.090909,15.75758,21.21212,40,12.72727,8.484848,26.66667,64.84849,22.42424,147.2727,93.93939,80.60606,107.2727,143.0303,109.697,72.72727,23.0303,4.848485,2374,2216,7,1976,233,158,78.78788,88.48485,6.666667,103.6364,75.75758,51.51515
"29189211700","14000US29189211700","Census Tract 2117","Census Tract 2117, St. Louis County, Missouri","mo","140","00","ACSSF","0005371",,,,,"29","189",,,,"211700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3852,3852,3806,1323,2347,0,0,0,0,136,46,46,0,0,0,0,0,0,2169,2005,164,844,224,620,2367,156,2211,632,69,563,2696,38,0,0,0,12,0,0,0,0,0,38,0,21,25,72,557,156,265,465,265,421,314,9,38,127.2727,25.45455,6.666667,6.666667,6.666667,12.12121,6.666667,6.666667,6.666667,6.666667,6.666667,24.24242,6.666667,13.93939,16.9697,39.39394,91.51515,44.24242,63.0303,78.78788,63.0303,81.21212,70.90909,9.69697,26.06061,1518,1367,0,1281,86,151,85.45454,81.21212,6.666667,82.42424,31.51515,40
"29189211801","14000US29189211801","Census Tract 2118.01","Census Tract 2118.01, St. Louis County, Missouri","mo","140","00","ACSSF","0005372",,,,,"29","189",,,,"211801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3810,3810,3792,380,3390,11,11,0,0,0,18,11,7,0,0,0,0,0,1832,1533,299,960,606,354,2450,720,1730,392,40,352,2401,35,0,0,0,0,0,0,1,15,1,15,24,81,112,83,614,152,195,407,366,161,139,0,0,181.8182,23.0303,6.666667,6.666667,6.666667,6.666667,6.666667,6.666667,1.212121,16.36364,1.212121,15.75758,18.18182,37.57576,55.15152,39.39394,136.3636,59.39394,54.54546,100.6061,71.51515,70.30303,42.42424,6.666667,6.666667,1499,1317,3,1138,176,182,93.93939,95.75758,4.242424,99.39394,45.45454,49.09091
"29189211802","14000US29189211802","Census Tract 2118.02","Census Tract 2118.02, St. Louis County, Missouri","mo","140","00","ACSSF","0005373",,,,,"29","189",,,,"211802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4222,4222,4222,317,3756,0,0,0,0,149,0,0,0,0,0,0,0,0,1830,1553,277,1465,439,1026,2375,510,1865,382,0,382,2453,29,0,0,0,0,0,0,0,0,8,62,31,71,221,35,718,87,193,432,330,191,45,0,0,211.5152,16.9697,6.666667,6.666667,6.666667,6.666667,6.666667,6.666667,6.666667,6.666667,8.484848,24.84848,16.9697,30.90909,114.5455,18.78788,137.5758,46.66667,58.18182,96.36364,109.697,63.0303,34.54546,6.666667,6.666667,1539,1390,0,1238,152,149,116.9697,115.7576,6.666667,112.1212,69.09091,45.45454
"29189211900","14000US29189211900","Census Tract 2119","Census Tract 2119, St. Louis County, Missouri","mo","140","00","ACSSF","0005374",,,,,"29","189",,,,"211900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4802,4802,4802,341,4171,0,0,0,0,290,0,0,0,0,0,0,0,0,2141,1965,176,1320,713,607,2800,832,1968,525,48,477,2822,52,0,0,0,0,0,0,0,0,0,11,13,0,352,54,1068,145,188,589,124,149,64,0,13,225.4545,35.75758,6.666667,6.666667,6.666667,6.666667,6.666667,6.666667,6.666667,6.666667,6.666667,11.51515,16.9697,6.666667,110.9091,32.72727,156.9697,63.63636,62.42424,124.2424,42.42424,59.39394,52.72727,6.666667,16.36364,2071,1676,18,1317,341,395,104.2424,123.0303,17.57576,132.1212,80.60606,84.24242
"29189212001","14000US29189212001","Census Tract 2120.01","Census Tract 2120.01, St. Louis County, Missouri","mo","140","00","ACSSF","0005375",,,,,"29","189",,,,"212001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7594,7594,7546,630,6880,18,0,2,0,16,48,13,35,0,0,0,0,0,3825,3483,342,1702,570,1132,4673,848,3825,1152,242,910,5277,63,0,0,0,0,0,0,0,0,0,97,22,200,383,115,1555,350,347,1247,456,316,110,0,16,343.6364,45.45454,9.090909,9.090909,9.090909,9.090909,9.090909,9.090909,9.090909,9.090909,9.090909,45.45454,18.78788,78.78788,140,55.15152,291.5151,125.4545,93.33334,206.6667,121.2121,104.8485,46.06061,9.090909,16.36364,3528,2786,0,2526,260,742,209.697,207.2727,9.090909,226.6667,112.1212,155.7576
"29189212002","14000US29189212002","Census Tract 2120.02","Census Tract 2120.02, St. Louis County, Missouri","mo","140","00","ACSSF","0005376",,,,,"29","189",,,,"212002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3506,3506,3506,233,3166,107,0,0,0,0,0,0,0,0,0,0,0,0,1656,1464,192,1087,468,619,1996,547,1449,398,43,355,1909,16,0,0,0,0,0,0,0,0,0,51,8,88,74,41,697,303,126,219,113,106,60,7,0,154.5455,14.54545,6.666667,6.666667,6.666667,6.666667,6.666667,6.666667,6.666667,6.666667,6.666667,23.0303,8.484848,44.24242,26.06061,30.30303,121.2121,102.4242,52.12121,56.9697,46.06061,43.0303,32.72727,6.060606,6.666667,1282,1109,0,874,235,173,84.24242,111.5152,6.666667,100.6061,70.90909,61.81818
"29189212101","14000US29189212101","Census Tract 2121.01","Census Tract 2121.01, St. Louis County, Missouri","mo","140","00","ACSSF","0005377",,,,,"29","189",,,,"212101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4246,4246,3966,286,3359,0,0,2,0,319,280,3,0,0,0,0,277,0,2158,1880,278,1023,419,604,2651,541,2110,451,64,387,2381,30,0,0,0,0,43,0,8,0,9,88,56,81,259,119,786,60,158,401,94,142,36,11,0,206.0606,17.57576,6.666667,6.666667,6.666667,6.666667,41.81818,6.666667,7.878788,6.666667,8.484848,49.09091,32.12121,30.90909,96.9697,57.57576,127.2727,32.12121,37.57576,94.54546,32.72727,43.63636,20.60606,9.69697,6.666667,1647,1234,7,1001,226,413,103.6364,88.48485,6.060606,89.69697,55.15152,84.24242
"29189212102","14000US29189212102","Census Tract 2121.02","Census Tract 2121.02, St. Louis County, Missouri","mo","140","00","ACSSF","0005378",,,,,"29","189",,,,"212102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2989,2989,2989,144,2826,0,0,0,0,19,0,0,0,0,0,0,0,0,1375,1118,257,904,320,584,1809,500,1309,255,8,247,1825,3,0,0,4,0,0,0,0,0,4,19,3,51,54,63,597,146,155,391,178,75,79,0,3,140.6061,6.060606,6.666667,6.666667,7.878788,6.666667,6.666667,6.666667,6.666667,6.666667,4.848485,11.51515,3.030303,20,20.60606,23.63636,115.1515,57.57576,54.54546,83.0303,49.69697,35.15152,36.9697,6.666667,3.030303,1119,968,0,829,139,151,68.48485,74.54546,6.666667,76.9697,40,37.57576
"29189212200","14000US29189212200","Census Tract 2122","Census Tract 2122, St. Louis County, Missouri","mo","140","00","ACSSF","0005379",,,,,"29","189",,,,"212200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7196,7196,7196,184,7012,0,0,0,0,0,0,0,0,0,0,0,0,0,3197,2645,552,1709,1059,650,3769,1039,2730,1583,268,1315,4733,45,0,0,39,0,0,0,66,52,0,7,47,166,266,99,1815,201,216,711,398,227,361,0,17,231.5152,32.72727,9.090909,9.090909,40,9.090909,9.090909,9.090909,53.33333,41.81818,9.090909,9.090909,44.84848,69.69697,96.9697,44.24242,232.1212,70.30303,82.42424,164.2424,104.8485,69.69697,103.0303,9.090909,24.84848,2724,2237,38,1697,502,487,167.8788,198.7879,27.27273,165.4545,143.0303,125.4545
"29189212300","14000US29189212300","Census Tract 2123","Census Tract 2123, St. Louis County, Missouri","mo","140","00","ACSSF","0005380",,,,,"29","189",,,,"212300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5247,5247,5192,970,3988,0,24,0,33,177,55,0,46,0,0,0,9,0,2955,2628,327,843,300,543,3335,621,2714,1033,82,951,4005,38,0,0,0,0,0,0,9,0,14,94,65,35,33,117,911,100,386,818,414,520,366,35,50,192.1212,25.45455,9.090909,9.090909,9.090909,9.090909,9.090909,9.090909,8.484848,9.090909,18.18182,62.42424,37.57576,24.24242,12.72727,47.27273,117.5758,33.33333,85.45454,115.7576,100,75.15151,46.66667,9.69697,15.75758,2728,2248,3,1819,426,480,143.0303,160.6061,2.424242,146.6667,93.33334,87.87878
"29189212400","14000US29189212400","Census Tract 2124","Census Tract 2124, St. Louis County, Missouri","mo","140","00","ACSSF","0005381",,,,,"29","189",,,,"212400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2547,2547,2547,339,2055,19,35,0,26,73,0,0,0,0,0,0,0,0,1232,1075,157,695,306,389,1512,258,1254,251,11,240,1547,0,0,0,0,0,0,0,0,11,0,49,8,20,7,0,579,82,95,342,153,152,40,9,0,117.5758,6.666667,6.666667,6.666667,6.666667,6.666667,6.666667,6.666667,6.666667,10.90909,6.666667,20,7.272727,23.0303,9.69697,6.666667,87.87878,29.69697,33.93939,61.21212,42.42424,39.39394,20.60606,7.878788,6.666667,1009,841,0,683,158,168,80,69.09091,6.666667,70.90909,48.48485,49.69697
"29189212500","14000US29189212500","Census Tract 2125","Census Tract 2125, St. Louis County, Missouri","mo","140","00","ACSSF","0005382",,,,,"29","189",,,,"212500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4943,4943,4788,840,3697,9,44,0,0,198,155,56,11,0,0,0,0,88,2555,2487,68,937,312,625,3115,563,2552,646,0,646,3338,0,0,0,0,0,0,0,52,4,6,34,116,112,308,29,625,201,225,743,416,297,156,0,14,170.303,6.666667,6.666667,6.666667,6.666667,6.666667,6.666667,6.666667,38.78788,5.454545,6.666667,20.60606,70.90909,59.39394,93.33334,18.18182,120,70.30303,58.18182,144.8485,98.78788,76.9697,51.51515,6.666667,11.51515,2100,1894,0,1361,533,206,87.87878,106.6667,6.666667,125.4545,119.3939,63.63636
"29189212600","14000US29189212600","Census Tract 2126","Census Tract 2126, St. Louis County, Missouri","mo","140","00","ACSSF","0005383",,,,,"29","189",,,,"212600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4817,4817,4787,1682,3001,0,4,0,7,93,30,19,11,0,0,0,0,0,2583,2184,399,1401,72,1329,2710,260,2450,648,54,594,2933,35,0,0,0,0,0,0,0,0,0,0,11,12,69,11,846,49,162,600,229,588,258,35,28,161.2121,21.21212,6.666667,6.666667,6.666667,6.666667,6.666667,6.666667,6.666667,6.666667,6.666667,6.666667,10.30303,9.69697,24.24242,11.51515,122.4242,24.24242,44.84848,100.6061,54.54546,98.18182,56.9697,20,15.15152,1739,1566,0,1446,120,173,92.12122,100.6061,6.666667,99.39394,36.36364,60
"29189212700","14000US29189212700","Census Tract 2127","Census Tract 2127, St. Louis County, Missouri","mo","140","00","ACSSF","0005384",,,,,"29","189",,,,"212700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5989,5989,5912,1258,4185,6,128,0,128,207,77,40,3,0,0,0,34,0,2994,2642,352,1568,793,775,3877,854,3023,544,19,525,3557,66,11,8,0,0,0,0,0,0,14,27,32,154,63,75,1240,135,181,841,226,344,128,0,12,220.6061,38.78788,9.69697,8.484848,9.090909,9.090909,9.090909,9.090909,9.090909,9.090909,13.33333,16.9697,21.21212,50.90909,27.27273,26.06061,156.9697,39.39394,52.72727,144.2424,63.63636,80.60606,49.69697,9.090909,8.484848,2185,1833,3,1643,187,352,93.93939,129.0909,3.030303,129.0909,55.15152,96.36364
"29189213101","14000US29189213101","Census Tract 2131.01","Census Tract 2131.01, St. Louis County, Missouri","mo","140","00","ACSSF","0005385",,,,,"29","189",,,,"213101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4479,4479,3898,2553,1142,0,100,0,0,103,581,442,0,0,25,0,114,0,2205,2030,175,932,202,730,2424,394,2030,827,50,777,3142,36,0,0,0,0,0,0,0,0,9,66,115,57,59,20,923,142,219,524,264,429,232,39,8,158.7879,22.42424,6.666667,6.666667,6.666667,6.666667,6.666667,6.666667,6.666667,6.666667,7.878788,34.54546,52.12121,24.84848,19.39394,18.78788,110.9091,60,43.63636,89.69697,81.21212,86.06061,46.06061,18.18182,7.878788,1654,1427,0,1317,110,227,87.87878,94.54546,6.666667,87.27273,41.21212,61.21212
"29189213102","14000US29189213102","Census Tract 2131.02","Census Tract 2131.02, St. Louis County, Missouri","mo","140","00","ACSSF","0005386",,,,,"29","189",,,,"213102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279,279,265,234,31,0,0,0,0,0,14,9,0,0,0,0,5,0,127,119,8,31,0,31,204,34,170,44,0,44,238,0,0,0,0,0,0,0,0,0,13,4,0,4,19,17,54,16,16,27,18,41,9,0,0,24.24242,6.666667,6.666667,6.666667,6.666667,6.666667,6.666667,6.666667,6.666667,6.666667,12.12121,3.636364,6.666667,3.636364,13.33333,9.090909,13.33333,7.272727,7.272727,10.30303,7.878788,13.93939,5.454545,6.666667,6.666667,129,88,0,84,4,41,17.57576,13.93939,6.666667,13.93939,3.636364,15.15152
"29189213202","14000US29189213202","Census Tract 2132.02","Census Tract 2132.02, St. Louis County, Missouri","mo","140","00","ACSSF","0005387",,,,,"29","189",,,,"213202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6896,6896,6683,4621,675,0,1204,0,0,183,213,85,103,0,0,0,0,25,3713,3463,250,1285,223,1062,4258,514,3744,1051,93,958,5040,33,0,0,0,0,0,5,0,0,28,126,122,53,17,70,1037,119,410,774,480,983,752,0,31,193.3333,33.33333,9.090909,9.090909,9.090909,9.090909,9.090909,7.272727,9.090909,9.090909,26.06061,58.18182,74.54546,26.66667,13.93939,30.90909,114.5455,41.81818,89.09091,139.3939,95.75758,136.9697,179.3939,9.090909,21.81818,2691,2414,36,2115,263,277,65.45454,92.12122,33.33333,107.2727,72.72727,85.45454
"29189213203","14000US29189213203","Census Tract 2132.03","Census Tract 2132.03, St. Louis County, Missouri","mo","140","00","ACSSF","0005388",,,,,"29","189",,,,"213203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4791,4791,4637,3874,503,10,154,0,0,96,154,154,0,0,0,0,0,0,2537,2289,248,874,80,794,2808,265,2543,1000,25,975,3624,26,0,0,0,0,0,0,0,0,0,69,30,108,100,73,1044,34,202,373,423,799,254,54,35,144.8485,13.93939,6.666667,6.666667,6.666667,6.666667,6.666667,6.666667,6.666667,6.666667,6.666667,33.33333,21.21212,51.51515,50.90909,18.78788,121.2121,18.18182,50.90909,61.21212,67.27273,98.78788,58.18182,26.06061,15.75758,1903,1679,0,1547,132,224,65.45454,84.24242,6.666667,72.72727,40,60
"29189213204","14000US29189213204","Census Tract 2132.04","Census Tract 2132.04, St. Louis County, Missouri","mo","140","00","ACSSF","0005389",,,,,"29","189",,,,"213204",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4045,4045,3705,2245,928,0,463,0,0,69,340,235,25,0,0,0,30,50,2198,2081,117,983,234,749,2457,310,2147,391,58,333,2681,66,0,0,38,0,0,0,0,34,0,38,35,47,31,33,468,80,202,480,142,555,340,29,63,123.6364,33.93939,6.666667,6.666667,35.75758,6.666667,6.666667,6.666667,6.666667,32.12121,6.666667,23.63636,21.21212,22.42424,18.18182,18.78788,86.06061,28.48485,46.06061,78.78788,41.21212,73.33334,63.63636,21.81818,40,1529,1438,0,1379,59,91,37.57576,46.06061,6.666667,49.69697,35.15152,24.84848
"29189213300","14000US29189213300","Census Tract 2133","Census Tract 2133, St. Louis County, Missouri","mo","140","00","ACSSF","0005390",,,,,"29","189",,,,"213300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7872,7872,7052,3171,3156,13,291,0,169,252,820,508,0,0,0,0,160,152,4034,3754,280,2267,690,1577,4935,813,4122,627,16,611,4687,52,0,0,0,0,0,0,54,62,0,87,29,23,112,107,1309,273,386,972,621,452,112,27,9,229.0909,38.78788,9.090909,9.090909,9.090909,9.090909,9.090909,9.090909,32.72727,41.21212,9.090909,49.09091,13.93939,13.33333,38.78788,47.87879,160.6061,62.42424,96.36364,148.4848,105.4545,88.48485,34.54546,19.39394,8.484848,3028,2573,9,2404,160,455,120.6061,124.2424,9.090909,117.5758,46.66667,75.15151
"29189213400","14000US29189213400","Census Tract 2134","Census Tract 2134, St. Louis County, Missouri","mo","140","00","ACSSF","0005391",,,,,"29","189",,,,"213400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6108,6108,5728,3326,2268,0,38,0,21,75,380,317,0,0,0,0,59,4,3358,3086,272,1297,111,1186,3921,417,3504,890,167,723,4577,25,0,0,0,0,0,0,0,0,0,87,104,125,177,157,1098,350,394,1029,264,511,228,16,12,218.7879,18.18182,9.090909,9.090909,9.090909,9.090909,9.090909,9.090909,9.090909,9.090909,9.090909,47.27273,52.72727,55.15152,73.33334,63.0303,163.0303,124.8485,97.57576,165.4545,70.90909,128.4848,75.75758,16.36364,12.72727,2691,2302,20,2206,76,389,136.9697,155.1515,18.78788,161.8182,35.75758,101.8182
"29189213500","14000US29189213500","Census Tract 2135","Census Tract 2135, St. Louis County, Missouri","mo","140","00","ACSSF","0005392",,,,,"29","189",,,,"213500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5276,5276,5041,3190,1624,0,117,0,0,110,235,187,0,0,0,0,33,15,2674,2453,221,1241,63,1178,3389,372,3017,561,75,486,3298,54,0,0,0,0,0,0,17,0,0,80,46,65,103,56,1028,229,400,522,166,321,181,13,17,203.6364,26.06061,9.090909,9.090909,9.090909,9.090909,9.090909,9.090909,15.75758,9.090909,9.090909,58.78788,41.21212,41.21212,53.93939,30.30303,170.9091,56.9697,96.36364,102.4242,56.36364,90.90909,67.27273,13.93939,13.33333,2019,1661,56,1452,153,358,126.0606,107.2727,41.21212,106.6667,43.63636,84.24242
"29189213600","14000US29189213600","Census Tract 2136","Census Tract 2136, St. Louis County, Missouri","mo","140","00","ACSSF","0005393",,,,,"29","189",,,,"213600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3944,3944,3804,616,3075,7,0,0,0,106,140,0,12,0,0,0,128,0,1654,1472,182,1228,637,591,2176,565,1611,425,130,295,2437,7,0,0,0,0,0,0,29,27,20,70,15,64,127,89,722,177,255,423,219,131,51,5,6,160.6061,6.060606,6.666667,6.666667,6.666667,6.666667,6.666667,6.666667,27.87879,24.84848,13.93939,34.54546,15.15152,24.84848,44.24242,29.69697,86.06061,55.15152,63.63636,61.21212,40.60606,38.78788,21.21212,7.878788,7.878788,1607,1194,0,920,274,413,96.36364,84.84849,6.666667,81.21212,49.69697,57.57576
"29189213700","14000US29189213700","Census Tract 2137","Census Tract 2137, St. Louis County, Missouri","mo","140","00","ACSSF","0005394",,,,,"29","189",,,,"213700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4360,4360,4262,1343,2509,3,173,0,187,47,98,52,1,4,0,0,38,3,2119,1927,192,639,162,477,2600,774,1826,694,78,616,2855,9,6,0,3,0,3,0,0,6,6,24,25,18,63,42,546,134,192,426,175,617,453,37,70,143.0303,4.242424,4.242424,6.666667,2.424242,6.666667,3.030303,6.666667,6.666667,4.242424,4.242424,10.30303,14.54545,7.878788,21.81818,19.39394,78.78788,36.9697,44.84848,55.15152,35.15152,67.87878,60,12.72727,14.54545,1997,1727,0,1306,421,270,120,116.3636,6.666667,114.5455,83.63636,66.06061
"29189213800","14000US29189213800","Census Tract 2138","Census Tract 2138, St. Louis County, Missouri","mo","140","00","ACSSF","0005395",,,,,"29","189",,,,"213800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4972,4972,4919,144,4724,0,3,0,2,46,53,15,17,0,0,0,10,11,2074,1779,295,1320,480,840,2781,692,2089,835,88,747,3215,39,0,0,0,0,1,3,10,1,11,37,33,56,218,164,1043,179,195,727,208,210,59,18,3,120,13.33333,6.666667,6.666667,6.666667,6.666667,1.212121,2.424242,7.272727,1.818182,4.242424,12.72727,11.51515,12.12121,37.57576,32.72727,95.75758,35.75758,30.90909,81.21212,36.9697,37.57576,13.93939,11.51515,2.424242,1960,1569,6,1162,401,391,79.39394,74.54546,4.242424,70.30303,54.54546,43.63636
"29189213900","14000US29189213900","Census Tract 2139","Census Tract 2139, St. Louis County, Missouri","mo","140","00","ACSSF","0005396",,,,,"29","189",,,,"213900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1665,1665,1659,29,1603,0,0,0,0,27,6,6,0,0,0,0,0,0,599,488,111,647,393,254,842,312,530,176,52,124,857,0,0,0,0,0,0,0,0,11,0,20,4,7,65,37,212,81,45,237,82,36,20,0,0,60.60606,6.666667,6.666667,6.666667,6.666667,6.666667,6.666667,6.666667,6.666667,9.090909,6.666667,15.15152,4.848485,5.454545,23.63636,16.9697,38.18182,24.84848,16.9697,40.60606,26.66667,18.78788,11.51515,6.666667,6.666667,630,431,5,292,134,199,40,43.0303,4.242424,38.18182,33.33333,36.9697
"29189214100","14000US29189214100","Census Tract 2141","Census Tract 2141, St. Louis County, Missouri","mo","140","00","ACSSF","0005397",,,,,"29","189",,,,"214100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1346,1346,1346,48,1274,0,0,0,0,24,0,0,0,0,0,0,0,0,637,561,76,373,125,248,803,153,650,170,23,147,885,12,0,6,0,0,0,0,0,0,0,9,3,44,51,43,247,45,42,235,46,22,67,13,0,82.42424,10.90909,6.666667,6.666667,6.666667,6.666667,6.666667,6.666667,6.666667,6.666667,6.666667,6.666667,4.242424,29.69697,21.81818,18.78788,48.48485,26.66667,23.63636,64.24242,23.0303,18.78788,39.39394,10.90909,6.666667,503,436,0,355,81,67,44.84848,47.27273,6.666667,48.48485,36.36364,23.63636
"29189214200","14000US29189214200","Census Tract 2142","Census Tract 2142, St. Louis County, Missouri","mo","140","00","ACSSF","0005398",,,,,"29","189",,,,"214200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3295,3295,3166,299,2738,0,0,0,0,129,129,129,0,0,0,0,0,0,1526,1249,277,789,422,367,1917,639,1278,505,122,383,2127,27,0,0,0,0,32,0,0,5,0,29,41,25,182,38,586,157,151,488,144,174,44,4,0,124.8485,17.57576,6.666667,6.666667,6.666667,6.666667,21.21212,6.666667,6.666667,4.848485,6.666667,13.93939,18.78788,11.51515,42.42424,21.81818,74.54546,33.33333,32.12121,69.69697,36.9697,44.84848,15.15152,4.242424,6.666667,1328,1077,31,729,317,251,72.72727,76.36364,21.21212,75.15151,51.51515,42.42424
"29189214300","14000US29189214300","Census Tract 2143","Census Tract 2143, St. Louis County, Missouri","mo","140","00","ACSSF","0005399",,,,,"29","189",,,,"214300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3940,3940,3586,1170,2268,1,23,0,23,101,354,199,0,0,0,0,155,0,1955,1810,145,901,367,534,2509,626,1883,464,41,423,2635,7,0,0,0,0,4,0,9,6,2,35,28,78,94,136,646,311,251,404,214,293,104,11,2,96.9697,3.636364,6.666667,6.666667,6.666667,6.666667,3.636364,6.666667,9.69697,4.242424,1.818182,13.93939,15.75758,26.66667,31.51515,39.39394,79.39394,63.0303,43.0303,63.63636,48.48485,43.0303,26.66667,5.454545,1.818182,1599,1351,4,1195,152,248,50.30303,43.63636,3.030303,53.93939,32.72727,32.12121
