GEOID,pop,wht,unemp,wrkfrc,pov1,pov2,pov3,com_tot,no_com,no_int,dial_up,edu_tot,brdbnd,pct_min,pct_unemp,pct_pov,pct_nocom,pct_com,nohs,nohsgrad,hsgrad,colgrad
17119401701,2678,2402,176,1117,272,409,26,1019,190,163,829,1763,666,0.10306198655713218,0.1575649059982095,0.26400298730395816,0.3464180569185476,0.6535819430814525,0.03743618831537152,0.12081678956324447,0.7368122518434487,0.10493477027793534
17119401721,5620,5400,68,2954,139,215,72,2207,216,113,1991,4020,1865,0.03914590747330961,0.023019634394041977,0.07580071174377224,0.1490711372904395,0.8509288627095605,0.02437810945273632,0.04552238805970149,0.5870646766169154,0.34303482587064676
17119401722,2655,2512,54,1334,54,69,26,1152,140,43,1012,1937,969,0.05386064030131827,0.04047976011994003,0.05612052730696798,0.15885416666666666,0.8411458333333334,0.024264326277749097,0.0123902942694889,0.6303562209602478,0.3329891584925142
17119401800,5851,5500,269,3246,191,443,32,2531,412,188,2119,4359,1914,0.05998974534267647,0.08287122612446088,0.11382669629123227,0.2370604504148558,0.7629395495851442,0.02615278733654508,0.05987611837577426,0.6210139940353292,0.29295710025235144
17119401901,1859,1597,43,973,22,52,17,782,49,32,733,1338,701,0.14093598708983324,0.044193216855087356,0.04895104895104895,0.10358056265984655,0.8964194373401535,0.008221225710014948,0.04857997010463378,0.47384155455904337,0.4693572496263079
17119401903,4425,3953,171,2070,342,629,8,1709,217,74,1492,3010,1408,0.10666666666666667,0.08260869565217391,0.22124293785310734,0.1702750146284377,0.8297249853715623,0.03787375415282392,0.09867109634551495,0.687375415282392,0.1760797342192691
17119401904,708,687,13,315,10,36,5,281,35,38,246,525,208,0.029661016949152543,0.04126984126984127,0.07203389830508475,0.2597864768683274,0.7402135231316727,0,0.08761904761904762,0.8114285714285714,0.10095238095238095
17119402000,4252,2682,193,1900,190,624,99,1926,248,268,1678,3068,1395,0.3692380056444026,0.10157894736842105,0.21472248353715898,0.26791277258566976,0.7320872274143302,0.018252933507170794,0.05443285528031291,0.6541720990873533,0.273142112125163
17119402100,3050,1449,160,1356,536,559,67,1204,296,83,908,2053,825,0.5249180327868852,0.11799410029498525,0.38098360655737706,0.31478405315614616,0.6852159468438539,0.08231855820750122,0.07939600584510473,0.5840233804188991,0.2542620555284949
17119402200,3331,2380,220,1687,376,464,39,1377,122,90,1255,2147,1156,0.28549984989492644,0.13040901007705988,0.2638847193035125,0.1539578794480755,0.8460421205519245,0.033535165346995806,0.06008383791336749,0.6050302748020494,0.30135072193758733
17119402300,1805,1495,71,934,18,132,15,782,81,42,701,1355,659,0.17174515235457063,0.07601713062098502,0.09141274238227147,0.15728900255754474,0.8427109974424553,0.014760147601476014,0.06199261992619926,0.4014760147601476,0.5217712177121772
17119402400,1627,1121,81,737,142,283,141,826,272,104,554,1280,450,0.3110018438844499,0.10990502035278155,0.34787953288260604,0.4552058111380145,0.5447941888619855,0.0328125,0.11875,0.55,0.2984375
17119402500,1896,969,113,797,194,277,44,736,131,66,605,1285,539,0.4889240506329114,0.14178168130489335,0.27162447257383965,0.26766304347826086,0.7323369565217391,0.03968871595330739,0.05525291828793774,0.5774319066147859,0.3276264591439689
17119402600,2648,1994,200,1297,272,511,42,1081,193,129,888,1655,759,0.24697885196374622,0.15420200462606015,0.31155589123867067,0.2978723404255319,0.7021276595744681,0.01570996978851964,0.1015105740181269,0.7262839879154078,0.1564954682779456
17119402701,7171,6215,153,3609,335,562,165,3098,629,219,2469,5411,2250,0.1333147399246967,0.04239401496259352,0.14809649979082415,0.2737249838605552,0.7262750161394448,0,0.04250600628349658,0.6320458325632969,0.3254481611532064
17119402721,7843,6965,79,3808,231,252,52,3134,433,203,2701,5622,2478,0.11194695907178376,0.02074579831932773,0.06821369373964044,0.20293554562858968,0.7970644543714103,5.336179295624333e-4,0.02312344361437211,0.5857346140163643,0.39060832443970117
17119402722,2861,2717,33,1416,8,25,25,1237,125,53,1112,2125,1051,0.05033205173016428,0.023305084745762712,0.020272631946871723,0.1438965238480194,0.8561034761519806,0.008,0.03011764705882353,0.4244705882352941,0.5374117647058824
17119402801,3537,3214,66,1738,70,151,19,1509,183,88,1326,2762,1221,0.09132032796154933,0.0379746835443038,0.06785411365564037,0.17958913187541417,0.8204108681245859,0.03439536567704562,0.035843591600289645,0.5434467776973207,0.38631426502534394
17119402802,8063,7880,200,4537,113,141,148,3217,209,127,3008,5867,2869,0.02269626689817686,0.04408199250606128,0.049857373186158994,0.10444513521914828,0.8955548647808518,0.014828702914607125,0.03664564513379922,0.5576955854780978,0.39083006647349583
17119402803,3212,2888,83,1660,93,253,19,1182,106,60,1076,2313,1016,0.10087173100871731,0.05,0.11363636363636363,0.1404399323181049,0.8595600676818951,0.009079118028534372,0.041072200605274535,0.5546908776480761,0.395157803718115
17119402900,4712,4031,198,2787,153,700,32,2002,74,253,1928,2743,1672,0.1445246179966044,0.07104413347685684,0.18781833616298813,0.16333666333666333,0.8366633366633367,0.0036456434560699965,0.042289464090411955,0.4283631060882246,0.5257017863652935
17119403001,4996,3925,207,2722,35,553,14,1884,33,90,1851,3115,1761,0.2143714971977582,0.0760470242468773,0.12049639711769415,0.06528662420382166,0.9347133757961783,0.012520064205457464,0.02086677367576244,0.4263242375601926,0.5402889245585875
17119403002,6817,5829,170,3606,77,361,38,2757,156,212,2601,4562,2379,0.14493178817661728,0.04714364947310039,0.06982543640897755,0.13347841857091042,0.8665215814290896,0.003726435773783428,0.009425690486628672,0.35379219640508547,0.6330556773345024
17119403101,6908,5151,405,3488,196,1118,2,1592,43,228,1549,2444,1321,0.2543427909669948,0.11611238532110092,0.1905037637521714,0.17022613065326633,0.8297738693467337,0.0012274959083469722,0.049099836333878884,0.46399345335515546,0.48567921440261863
17119403121,9129,7823,226,4806,26,366,64,3627,248,123,3379,6355,3241,0.14306057618578158,0.04702455264253017,0.04995070653959908,0.10228839261097325,0.8977116073890268,0.0064516129032258064,0.01951219512195122,0.3214791502753737,0.6525570416994493
17119403122,5705,5136,121,2639,94,242,43,2155,244,40,1911,3712,1856,0.09973707274320771,0.045850701023114816,0.06643295354951796,0.13178654292343386,0.8682134570765662,0.025592672413793104,0.005387931034482759,0.2947198275862069,0.6742995689655172
17119403200,4522,3782,196,2484,203,411,88,1833,257,77,1576,3102,1499,0.16364440513047324,0.07890499194847021,0.15524104378593542,0.18221494817239497,0.8177850518276051,0.036428110896196006,0.05867182462927144,0.627337201805287,0.2775628626692456
17119403300,2770,2335,98,1433,210,425,16,1246,208,43,1038,1985,995,0.15703971119133575,0.06838799720865317,0.23501805054151625,0.2014446227929374,0.7985553772070626,0.03727959697732997,0.09420654911838791,0.7204030226700252,0.14811083123425692
17119403401,3833,2876,115,2318,0,181,8,1586,92,110,1494,2783,1384,0.24967388468562485,0.04961173425366695,0.04930863553352465,0.1273644388398487,0.8726355611601513,0.015091627739849083,0.04743083003952569,0.5393460294646065,0.39813151275601866
17119403402,6090,4289,425,3359,449,762,75,2718,220,205,2498,4224,2267,0.29573070607553364,0.12652575171181898,0.21116584564860427,0.15636497424576895,0.8436350257542311,0.010416666666666666,0.028409090909090908,0.6122159090909091,0.3489583333333333
17119403502,5771,5529,232,3141,0,147,81,2434,254,106,2180,4360,2060,0.0419338069658638,0.07386182744348933,0.03950788424883036,0.14790468364831552,0.8520953163516845,0.014220183486238533,0.046788990825688076,0.5295871559633027,0.40940366972477066
17119403531,7784,7133,111,4145,149,324,48,3179,375,165,2804,5463,2639,0.08363309352517985,0.02677925211097708,0.06693216855087358,0.1698647373387858,0.8301352626612142,0.003660992128866923,0.03313197876624565,0.5396302397949845,0.423576789309903
17119403532,5119,4745,127,2544,33,171,6,1557,49,78,1508,3476,1430,0.07306114475483493,0.049921383647798745,0.04102363742918539,0.08156711624919717,0.9184328837508028,0.01237054085155351,0.05811277330264672,0.5014384349827388,0.428078250863061
17119403533,10270,9103,395,5340,96,381,136,4246,298,171,3948,7408,3754,0.1136319376825706,0.07397003745318352,0.059688412852969816,0.11045690061234102,0.889543099387659,0.011339092872570195,0.02902267818574514,0.4919006479481641,0.46773758099352053
17119403534,4133,3828,72,2138,43,159,10,1838,265,38,1573,3124,1512,0.07379627389305589,0.03367633302151544,0.05129445923058311,0.1648531011969532,0.8351468988030468,0.017285531370038413,0.027848911651728554,0.4420614596670935,0.5128040973111395
17119403601,3363,3244,71,1643,62,170,20,1385,227,25,1158,2466,1125,0.035385072851620576,0.04321363359707851,0.07493309545049064,0.18194945848375452,0.8180505415162455,0.03446877534468775,0.0454176804541768,0.48094079480940793,0.4391727493917275
17119403603,1819,1782,13,939,66,31,0,708,109,14,599,1218,580,0.02034084661902144,0.013844515441959531,0.05332600329851567,0.17372881355932204,0.826271186440678,0.011494252873563218,0.031198686371100164,0.45320197044334976,0.5041050903119869
17119403604,6695,5928,197,3517,346,391,137,2760,317,176,2443,4710,2242,0.1145631067961165,0.056013647995450666,0.13054518297236745,0.1786231884057971,0.8213768115942028,0.040127388535031845,0.034607218683651804,0.5333333333333333,0.39193205944798304
17119403701,5956,5384,136,3174,45,89,22,2134,97,60,2037,4282,1968,0.09603760913364674,0.0428481411468179,0.026192075218267292,0.07357075913776945,0.9264292408622306,0.022652965903783278,0.029191966370854742,0.44068192433442316,0.5074731433909389
17119403702,5639,5574,134,3143,48,128,44,2038,115,25,1923,3954,1864,0.011526866465685405,0.04263442570792237,0.039014009576165985,0.06869479882237488,0.9313052011776252,0.012392513909964592,0.02554375316135559,0.5493171471927162,0.41274658573596357
17119403801,5215,4991,182,2877,71,181,16,1966,198,180,1768,3646,1567,0.042953020134228186,0.06326034063260341,0.0513902205177373,0.19226856561546288,0.8077314343845371,0.015085024684585847,0.01151947339550192,0.5586944596818432,0.41470104223806914
17119403802,4316,4165,98,2136,63,157,50,1779,242,138,1537,3164,1393,0.03498609823911029,0.04588014981273408,0.06255792400370713,0.21360314783586284,0.7863968521641371,0.028761061946902654,0.059102402022756004,0.5970290771175727,0.31510745891276865
17119404000,2850,1775,206,1304,379,684,44,1094,198,140,896,1776,756,0.37719298245614036,0.1579754601226994,0.38842105263157894,0.30895795246800734,0.6910420475319927,0.08164414414414414,0.15315315315315314,0.651463963963964,0.11373873873873874
17119404100,3047,2890,72,1484,206,268,73,1222,163,92,1059,2168,967,0.05152609123728257,0.04851752021563342,0.17952084017065967,0.20867430441898527,0.7913256955810147,0.04428044280442804,0.09870848708487084,0.7006457564575646,0.15636531365313652
17163500400,1512,83,111,552,28,548,15,1111,592,149,519,1383,370,0.9451058201058201,0.20108695652173914,0.39087301587301587,0.666966696669667,0.333033303330333,0.046276211135213303,0.12219812002892264,0.7107736804049168,0.12075198843094721
17163500500,2747,17,162,1005,704,487,33,893,311,242,582,1394,332,0.9938114306516199,0.16119402985074627,0.4455769930833637,0.6192609182530795,0.3807390817469205,0.025107604017216643,0.16355810616929697,0.6764705882352942,0.13486370157819225
17163500900,4153,95,234,1398,819,1131,109,1750,797,436,953,2644,517,0.9771249699012762,0.16738197424892703,0.49578617866602454,0.7045714285714286,0.2954285714285714,0.037065052950075644,0.1304841149773071,0.6418305597579426,0.19062027231467474
17163501100,1517,11,84,715,53,251,57,638,306,142,332,1203,190,0.992748846407383,0.11748251748251748,0.23796967699406724,0.7021943573667712,0.29780564263322884,0.00997506234413965,0.11471321695760599,0.7057356608478803,0.16957605985037408
17163501200,2619,38,160,928,207,422,189,1060,397,161,663,1819,491,0.9854906452844597,0.1724137931034483,0.3123329515082092,0.5264150943396226,0.47358490566037736,0.07861462341946124,0.16712479384277076,0.5898845519516218,0.16437603078614624
17163501300,3471,43,221,1423,162,718,125,1281,402,320,879,2613,537,0.9876116392970326,0.15530569219957835,0.2895419187554019,0.5636221701795472,0.4363778298204528,0.02564102564102564,0.13050133945656334,0.5625717566016073,0.28128587830080365
17163501400,3360,34,475,1512,234,500,51,1170,362,245,808,2296,535,0.9898809523809524,0.31415343915343913,0.23363095238095238,0.5188034188034188,0.48119658119658115,0.03571428571428571,0.11846689895470383,0.5413763066202091,0.3044425087108014
17163501501,2032,749,103,1077,8,218,13,806,103,98,703,1475,600,0.6313976377952756,0.09563602599814298,0.11761811023622047,0.24937965260545905,0.750620347394541,0.015593220338983051,0.061016949152542375,0.5247457627118645,0.39864406779661016
17163501502,2788,1751,117,1361,175,321,18,1071,256,108,815,1936,700,0.3719512195121951,0.08596620132255695,0.18436154949784792,0.33986928104575165,0.6601307189542484,0.06714876033057851,0.047520661157024795,0.5547520661157025,0.3305785123966942
17163501602,4735,3428,76,2857,19,311,54,2252,395,164,1857,3501,1637,0.2760295670538543,0.026601330066503327,0.08109820485744457,0.24822380106571937,0.7517761989342806,0.007426449585832619,0.051128249071693804,0.6315338474721508,0.30991145387032276
17163501603,5636,3305,279,2916,538,934,45,2361,336,391,2025,3737,1603,0.41359119943222145,0.09567901234567901,0.2691625266146203,0.30792037272342226,0.6920796272765777,0.014450093658014451,0.09847471233609847,0.5571313888145571,0.32994380519132993
17163501604,4194,2290,114,1865,173,510,109,1958,430,513,1528,2607,1015,0.45398187887458274,0.061126005361930295,0.1888412017167382,0.4816138917262513,0.5183861082737486,0.02032988108937476,0.027234369006520907,0.6869965477560415,0.2654392021480629
17163501605,2562,1961,50,1519,7,51,30,1078,122,96,956,1810,860,0.23458235753317722,0.032916392363396975,0.03434816549570648,0.20222634508348794,0.7977736549165121,0.016574585635359115,0.010497237569060774,0.43591160220994474,0.5370165745856353
17163501700,2688,1616,94,990,93,323,12,996,259,153,737,1886,565,0.39880952380952384,0.09494949494949495,0.15922619047619047,0.41365461847389556,0.5863453815261044,0.03234358430540827,0.14952279957582185,0.6102863202545069,0.20784729586426298
17163501800,5225,3951,76,2699,493,666,36,2346,396,144,1950,3682,1806,0.24382775119617225,0.028158577250833643,0.22870813397129186,0.23017902813299232,0.7698209718670077,0.004888647474198805,0.0643671917436176,0.6634980988593155,0.267246061922868
17163501900,3359,2733,143,1828,151,262,45,1532,173,117,1359,2431,1231,0.1863649895802322,0.07822757111597374,0.13635010419767787,0.18929503916449086,0.8107049608355091,0.021801727684080625,0.03290826820238585,0.5610859728506787,0.3842040312628548
17163502100,2402,464,79,1215,229,347,40,711,291,113,420,1328,307,0.8068276436303081,0.06502057613168724,0.25645295587010825,0.5682137834036568,0.4317862165963432,0.2838855421686747,0.14683734939759036,0.5399096385542169,0.029367469879518073
17163502200,1955,44,115,550,427,454,35,798,363,148,435,1280,280,0.9774936061381074,0.20909090909090908,0.4685421994884911,0.6403508771929824,0.35964912280701755,0.1109375,0.31796875,0.44765625,0.1234375
17163502300,6291,2486,299,2571,855,1408,50,2321,553,393,1768,3930,1375,0.6048323001112701,0.11629716063788409,0.3676680972818312,0.4075829383886256,0.5924170616113744,0.042748091603053436,0.13358778625954199,0.6534351145038167,0.17022900763358778
17163502401,1740,0,87,570,446,413,30,537,220,97,317,1060,206,1,0.15263157894736842,0.5109195402298851,0.590316573556797,0.409683426443203,0.08773584905660377,0.16886792452830188,0.6433962264150943,0.1
17163502404,3267,1363,70,1254,588,545,127,1063,241,229,822,2287,593,0.5827976737067646,0.05582137161084529,0.3856749311294766,0.44214487300094074,0.5578551269990593,0.11805859204197638,0.17184083952776563,0.5128989943156974,0.19720157411456055
17163502500,1155,15,101,539,129,229,24,430,174,70,256,724,177,0.987012987012987,0.18738404452690166,0.3307359307359307,0.5674418604651162,0.43255813953488376,0.031767955801104975,0.15883977900552487,0.6712707182320442,0.13812154696132597
17163502602,5538,1977,356,2367,858,884,86,1809,474,303,1335,3494,1023,0.643011917659805,0.15040135192226448,0.3300830624774287,0.4295190713101161,0.570480928689884,0.04350314825414997,0.09559244419004007,0.7103606182026331,0.1505437893531769
17163502603,3292,793,198,1268,431,804,47,1093,259,162,834,2189,670,0.7591130012150669,0.15615141955835962,0.3894289185905225,0.38517840805123515,0.6148215919487648,0.03654636820465966,0.19963453631795341,0.6112380082229328,0.1525810872544541
17163502700,1061,9,98,265,230,248,41,416,163,87,253,636,166,0.9915174363807728,0.36981132075471695,0.4891611687087653,0.6009615384615384,0.39903846153846156,0.055031446540880505,0.1792452830188679,0.6305031446540881,0.13522012578616352
17163502800,2979,99,273,1014,988,737,89,1149,320,217,829,1425,612,0.9667673716012085,0.2692307692307692,0.6089291708627056,0.46736292428198434,0.5326370757180157,0.03368421052631579,0.14526315789473684,0.6596491228070176,0.16140350877192983
17163502900,1801,82,40,612,177,275,91,705,208,111,497,1315,386,0.9544697390338701,0.06535947712418301,0.3014991671293726,0.4524822695035461,0.5475177304964539,0.03878326996197719,0.06768060836501902,0.714828897338403,0.17870722433460076
17163503100,7321,6631,356,3746,386,544,80,2826,268,370,2558,4863,2127,0.09424941947821336,0.09503470368392952,0.13795929517825434,0.22576079263977353,0.7742392073602264,0.015833847419288505,0.09356364384125025,0.6695455480156283,0.22105696072383302
17163503202,5907,5024,137,2873,18,114,181,2423,398,399,2025,4420,1626,0.14948366345014388,0.04768534632788026,0.05298798036228204,0.3289310771770532,0.6710689228229467,0.021040723981900454,0.06764705882352941,0.4599547511312217,0.4513574660633484
17163503203,6496,6310,178,3391,0,185,146,2523,235,141,2288,4506,2117,0.028633004926108374,0.05249189029784724,0.05095443349753694,0.1490289338089576,0.8509710661910423,0.02130492676431425,0.01908566355969818,0.5366178428761651,0.42299156679982247
17163503211,3961,2921,140,2230,95,351,22,1740,220,268,1520,2931,1228,0.2625599596061601,0.06278026905829596,0.11815198182277203,0.28045977011494255,0.7195402298850575,0.002729443875810304,0.03343568747867622,0.4199931763903105,0.543841692255203
17163503301,3625,2861,166,2092,215,467,25,1657,112,213,1545,2627,1324,0.21075862068965517,0.07934990439770555,0.1950344827586207,0.19613759806879905,0.803862401931201,0.044156832889227254,0.018271792919680244,0.6174343357441949,0.3201370384468976
17163503304,6790,4689,283,3381,414,639,0,2683,287,162,2396,4741,2220,0.3094256259204713,0.0837030464359657,0.15508100147275405,0.1673499813641446,0.8326500186358554,0.010124446319341911,0.03395908036279266,0.5357519510651761,0.4201645222526893
17163503322,7350,5841,248,4004,69,311,53,2948,323,154,2625,5301,2451,0.20530612244897958,0.061938061938061936,0.05891156462585034,0.16180461329715062,0.8381953867028493,0.009054895302773062,0.04546312016600641,0.438219203923788,0.5072627806074326
17163503323,6971,5186,30,3375,0,179,30,2695,332,145,2363,4912,2218,0.2560608234112753,0.008888888888888889,0.02998135131258069,0.17699443413729127,0.8230055658627087,0.008957654723127036,0.031351791530944625,0.3581026058631922,0.6015879478827362
17163503324,6631,3568,126,3788,421,490,0,2648,270,112,2378,4342,2236,0.4619212788418037,0.03326293558606125,0.13738500980244306,0.14425981873111782,0.8557401812688822,0.00783049286043298,0.04375863657300783,0.43643482266236755,0.5119760479041916
17163503332,4774,3007,221,2915,65,371,0,2073,240,287,1833,3720,1527,0.37012987012987014,0.0758147512864494,0.09132802681189778,0.2542209358417752,0.7457790641582248,0.012365591397849462,0.05779569892473118,0.5362903225806451,0.3935483870967742
17163503334,6096,3971,86,3513,187,282,0,2688,184,331,2504,4393,2173,0.34858923884514437,0.02448050099629946,0.07693569553805775,0.19159226190476192,0.8084077380952381,0.020259503755975416,0.033689961302071476,0.4507170498520373,0.49533348508991576
17163503402,6617,3951,237,3779,140,473,55,2932,329,282,2603,4795,2287,0.40290161704700017,0.06271500396930405,0.10095209309354693,0.20839017735334242,0.7916098226466576,0.03169968717413973,0.03524504692387904,0.44900938477580815,0.4840458811261731
17163503404,6128,4527,80,2939,142,214,0,1938,101,20,1837,3682,1817,0.2612597911227154,0.027220142905750255,0.058093994778067884,0.06243550051599587,0.9375644994840041,0.0038022813688212928,0.048343291689299295,0.28625746876697444,0.6615969581749049
17163503411,3439,3010,67,1674,334,378,32,1329,170,323,1159,2307,836,0.12474556557138704,0.04002389486260454,0.21634195987205582,0.3709556057185854,0.6290443942814146,0.018205461638491547,0.06155179887299523,0.729952319029042,0.19029042045947117
17163503412,5463,4452,106,3013,55,167,44,2214,158,152,2056,3821,1892,0.18506315211422295,0.035180882841022235,0.048691195313930076,0.14001806684733514,0.8599819331526648,0.031405391258832765,0.07066213033237373,0.543836691965454,0.35409578644333944
17163503413,5905,3760,153,3304,74,489,34,2448,212,255,2236,4055,1981,0.3632514817950889,0.04630750605326876,0.10110076206604572,0.19076797385620914,0.8092320261437909,0.014796547472256474,0.06411837237977805,0.5583230579531443,0.36276202219482123
17163503414,4439,3051,163,2177,174,221,35,1739,136,159,1603,3057,1444,0.312683036719982,0.07487367937528709,0.09686866411353909,0.1696377228292122,0.8303622771707878,0.017664376840039256,0.07033038927052666,0.4864245992803402,0.4255806346090939
17163503800,1184,902,22,221,39,34,0,335,3,10,332,617,322,0.23817567567567569,0.09954751131221719,0.06165540540540541,0.03880597014925373,0.9611940298507463,0,0,0.23176661264181522,0.7682333873581848
17163503903,3838,3254,107,1830,25,58,33,1257,33,92,1224,2523,1123,0.1521625846795206,0.058469945355191254,0.030224075039082855,0.09944311853619729,0.9005568814638027,0.017043202536662704,0.007927070947284977,0.3515655965120888,0.6234641300039635
17163503904,10835,7296,255,4861,148,193,48,3553,275,157,3278,6054,3121,0.3266266728195662,0.05245834190495783,0.03590216889709275,0.12158739093723614,0.8784126090627639,0.011397423191278493,0.02081268582755203,0.40832507433102083,0.5594648166501487
17163503905,2928,2866,77,1687,20,118,85,1229,88,104,1141,2187,1029,0.02117486338797814,0.04564315352697095,0.07616120218579235,0.1562245728234337,0.8437754271765663,0.0027434842249657062,0.02377686328303612,0.47599451303155005,0.4974851394604481
17163503906,5244,4831,112,2673,25,135,43,2096,312,125,1784,3859,1627,0.07875667429443173,0.041900486344930786,0.038710907704042716,0.20849236641221375,0.7915076335877862,0.0355014252396994,0.031873542368489244,0.5009069707178025,0.43171806167400884
17163504001,4939,4775,58,2641,130,164,30,1926,234,160,1692,3507,1525,0.0332051022474185,0.021961378265808407,0.06560032395221704,0.20456905503634476,0.7954309449636552,0.016253207869974338,0.04448246364414029,0.5397775876817793,0.39948674080410607
17163504002,5634,5399,131,2967,143,370,96,2231,338,402,1893,4072,1467,0.041711040113596026,0.044152342433434445,0.1080937167199148,0.33168982519049756,0.6683101748095024,0.037082514734774065,0.07220039292730845,0.6402259332023575,0.2504911591355599
17163504302,7612,6131,70,3706,420,460,101,2954,378,472,2576,5351,2085,0.1945612191276931,0.018888289260658393,0.12887545980031528,0.2877454299255247,0.7122545700744753,0.017753690898897403,0.050457858344234725,0.48589048775929733,0.44589796299757056
17163504303,8240,7379,231,3941,241,227,83,2937,372,188,2565,5273,2358,0.10449029126213592,0.0586145648312611,0.06686893203883496,0.1906707524685053,0.8093292475314947,0.013275175421960933,0.0578418357671155,0.4945951071496302,0.4342878816612934
17163504351,3346,2415,61,1540,29,92,0,1307,67,89,1240,2315,1151,0.27824267782426776,0.03961038961038961,0.03616258218768679,0.11935730680948738,0.8806426931905126,0.0064794816414686825,0.01079913606911447,0.25442764578833693,0.7282937365010799
17163504352,4561,3623,191,2362,110,249,33,1971,250,97,1721,3198,1590,0.2056566542424907,0.08086367485182049,0.08594606445954835,0.17605276509386097,0.823947234906139,0.023139462163852407,0.03533458411507192,0.48874296435272047,0.4527829893683552
17163504353,4282,3478,87,1915,14,31,7,1335,20,102,1315,2776,1213,0.1877627276973377,0.04543080939947781,0.012143858010275572,0.09138576779026217,0.9086142322097378,0,0.02881844380403458,0.33285302593659943,0.638328530259366
